Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Brigantijn 39,Brielle,350000.0,139.0,114.0,1973.0,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 2 aparte toiletten,3 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,17.45
Warande 196,Schiedam,725000.0,170.0,189.0,1997.0,Bestaande bouw,"Herenhuis, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,6,1 badkamer en 2 aparte toiletten,4 woonlagen,A,"Aan rustige weg, beschutte ligging, in centrum en in woonwijk","Achtertuin, voortuin en zonneterras",6.4
Oostmaasstraat 18,Rotterdam,500000.0,77.0,130.0,1901.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,160.7
Frederik van Eedenplein 31,Heemstede,1250000.0,252.0,190.0,1936.0,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Schilddak bedekt met pannen,8,1 badkamer en 2 aparte toiletten,3 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",21.85
Watermunt 13,Meppel,625000.0,523.0,175.0,2006.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,"Achtertuin, voortuin en zijtuin",20.5
Dudokplantsoen 5,Bergschenhoek,725000.0,210.0,139.0,2013.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,6,2 badkamers en 1 apart toilet,3 woonlagen,A++,Aan rustige weg en in woonwijk,Achtertuin en voortuin,8.3
Da Costastraat 92,Putten,445000.0,283.0,100.0,1964.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,2 badkamers en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",62.8
Grensvaart 15,Breda,300000.0,160.0,110.0,1961.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,Achtertuin en voortuin,43.05
Dominicushof 51,Vianen (UT),425000.0,206.0,140.0,1974.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",30.27
Oosterwijk WZ 71,Nieuw-Dordrecht,675000.0,1965.0,249.0,1999.0,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,5,1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",A,"Aan rustige weg, aan water, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin",4.25
Nieuwstraat 2,Helmond,259000.0,90.0,122.0,1960.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen en een zolder,E,In woonwijk,Achtertuin,36.95
Azuurblauw 73,Zoetermeer,395000.0,119.0,105.0,1989.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5,1 badkamer,3 woonlagen,B,In woonwijk,Achtertuin,125.1
Oostercluft 474,Steenwijk,249000.0,148.0,100.0,1978.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,30.4
Santgors 40,Zuid-Beijerland,666666.0,510.0,179.0,2004.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water en in woonwijk",Tuin rondom,28.85
Zwarteweg 10 a,Noordwijk (ZH),998000.0,1195.0,152.0,1974.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen,D,"Landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,
Burg. Gaarlandtstraat 4,Gorinchem,330000.0,182.0,76.0,1937.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,3,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",23.45
Cornelis Mertenssstraat 28,Utrecht,465000.0,96.0,116.0,1929.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin,29.25
Peperstraat 45,Gouda,815000.0,451.0,221.0,1706.0,Bestaande bouw,"Herenhuis, geschakelde woning",Zadeldak bedekt met pannen,5,2 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,Niet verplicht,"Aan rustige weg, beschutte ligging en in centrum",Achtertuin en zijtuin,15.1
Gouvernestraat 31,Tiel,315000.0,139.0,98.0,1998.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,26.0
Prozastraat 25,Gorinchem,525000.0,295.0,143.0,1996.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",26.7
Van Leuffenpad 15,IJsselstein,485000.0,137.0,139.0,2000.0,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer en 1 apart toilet,3 woonlagen,B,In centrum en in woonwijk,Patio/atrium,4.5
Van Boshuizenstraat 233,Amsterdam,850000.0,127.0,161.0,1962.0,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,6,2 badkamers en 2 aparte toiletten,3 woonlagen,E,In woonwijk,Achtertuin,81.05
Nieuwe Wei 12,Gapinge,,142.0,102.0,2009.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.75
Maasnielderweg 9,Roermond,375000.0,618.0,140.0,1910.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen en een kelder,E,Beschutte ligging,Achtertuin,19.05
Prinses Beatrixstraat 20,Arkel,299500.0,152.0,82.0,1957.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer,2 woonlagen en een zolder,G,Aan rustige weg en in woonwijk,Achtertuin,28.05
Korte Hezeweg 1,Apeldoorn,475000.0,308.0,110.0,1928.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",24.55
Marterweide 49,Nieuwegein,550000.0,289.0,141.0,1977.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,34.11
Wilgenbeemd 28,Assen,269000.0,165.0,98.0,1993.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,8.0
Bachplein 14,Maarssen,675000.0,333.0,160.0,1971.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,"Achtertuin, voortuin en zijtuin",9.05
Dr. Colijnstraat 3,Veenendaal,485000.0,280.0,131.0,1939.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",60.2
Voorburgstraat 1,Loenersloot,450000.0,222.0,100.0,1955.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.15
Roodkapje 2,Eindhoven,425000.0,203.0,121.0,1994.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin",72.35
Papenstraat 15,Deventer,825000.0,166.0,218.0,1650.0,Bestaande bouw,"Herenhuis, geschakelde woning",Samengesteld dak bedekt met pannen,7,2 badkamers en 1 apart toilet,3 woonlagen en een kelder,G,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en zonneterras,8.25
De Vlashoven 18,Noordwijkerhout,798000.0,624.0,121.0,1967.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,In woonwijk,Tuin rondom,
Murraystraat 21,Pernis Rotterdam,270000.0,157.0,75.0,1916.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,48.8
Overtonweg 18,Haarlem,750000.0,133.0,140.0,1920.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5,2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,18.85
Chopinstraat 9,Groenlo,435000.0,431.0,160.0,1971.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.15
Bourgondischelaan 23,Amstelveen,985000.0,145.0,143.0,1959.0,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,6,2 badkamers,2 woonlagen,C,"Aan park, aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin,37.35
Duval Slothouwerstraat 50,Doetinchem,275000.0,158.0,105.0,1971.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,24.75
Dokter Hiemstralaan 108,Gorinchem,350000.0,217.0,117.0,1975.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,30.5
de Bergkamp 6,Overloon,550000.0,593.0,157.0,1972.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning (split-level woning)",Zadeldak bedekt met asbest en pannen,7,1 badkamer,3 woonlagen,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,27.05
Dijkstraat 43,Brielle,479000.0,103.0,133.0,1993.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen en een zolder,B,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,29.8
Langestraat 10,Braamt,465000.0,648.0,185.0,1905.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,G,In centrum,Tuin rondom,6.75
Baak van Terneuzen 35,Amersfoort,619000.0,116.0,139.0,2019.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,40.77
Duivenvoorde 38,Amstelveen,695000.0,135.0,137.0,2012.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,In woonwijk,Achtertuin en voortuin,30.2
Kruizemuntstraat 53,Apeldoorn,300000.0,167.0,120.0,1970.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,32.55
Kayersdijk 88,Apeldoorn,315000.0,249.0,84.0,1968.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,In woonwijk,Achtertuin en voortuin,30.6
Ilpendamstraat 12,Zaandam,470000.0,128.0,139.0,1985.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer,3 woonlagen,A,Aan rustige weg en vrij uitzicht,Achtertuin,89.65
Laan van Broekpolder 126,Beverwijk,400000.0,93.0,107.0,2002.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak,4,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin,26.2
Valklaan 12,Eindhoven,799000.0,332.0,167.0,1920.0,Bestaande bouw,"Herenhuis, hoekwoning",Samengesteld dak bedekt met pannen,5,2 badkamers en 1 apart toilet,3 woonlagen,F,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",22.55
Vliervlinder 2,Diemen,650000.0,131.0,121.0,1994.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,14.0
Joke Smitlaan 116,Voorschoten,450000.0,120.0,94.0,1985.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,56.25
Haagdoornstraat 48,Arnhem,275000.0,118.0,78.0,1940.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en beschutte ligging,Achtertuin en voortuin,44.6
Laan van Mariëndael 4,Sint-Oedenrode,489000.0,219.0,146.0,1959.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,20.8
Regimentslaan 32,Zuidlaren,395000.0,235.0,122.0,1997.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,4,2 badkamers en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin,40.45
Vlaanderenlaan 47,Nunspeet,499000.0,272.0,157.0,1971.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,4 woonlagen,C,"In bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,90.95
Laan van Koot 1,Wassenaar,1145000.0,422.0,144.0,1934.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,5,2 badkamers en 2 aparte toiletten,"2 woonlagen, een vliering en een kelder",D,Aan rustige weg en in woonwijk,Tuin rondom,5.15
Finsterwoldepad 76,Arnhem,290000.0,165.0,130.0,1972.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,45.9
Kolibrievlinder 13,Utrecht,550000.0,135.0,136.0,2009.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,17.45
Purmerland 81 A,Purmerland,985000.0,935.0,234.0,2008.0,Bestaande bouw,"Woonboerderij, 2-onder-1-kapwoning",Tentdak bedekt met pannen,5,2 badkamers en 2 aparte toiletten,3 woonlagen,A,Aan water en vrij uitzicht,"Achtertuin, voortuin en zijtuin",
Hofhooistraat 14,Dreumel,367500.0,220.0,112.0,1970.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 2 aparte toiletten,3 woonlagen,A,Beschutte ligging en in woonwijk,"Achtertuin, voortuin en zijtuin",26.1
Hagenweg 4,Beekbergen,700000.0,594.0,176.0,1980.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,1 badkamer en 3 aparte toiletten,"4 woonlagen, een vliering en een kelder",C,In woonwijk,Tuin rondom,25.35
Regenwulpstraat 4,Zierikzee,625000.0,566.0,225.0,2020.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7,2 badkamers,2 woonlagen en een vliering,A+++,In woonwijk,Tuin rondom,46.4
Stationsstraat 83,Elsloo (LI),149000.0,40.0,80.0,1980.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In centrum en in woonwijk,,70.2
Burgemeester Nieuwenhuijsenstraat 54,Limmen,550000.0,423.0,125.0,1984.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg,Achtertuin en voortuin,27.0
Kalmoes 11,Berlicum,595000.0,250.0,167.0,2017.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Schilddak bedekt met pannen,7,1 badkamer,2 woonlagen en een zolder,A,,Achtertuin en voortuin,22.65
Smidstraat 16,Ederveen,650000.0,340.0,133.0,1989.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk, open ligging en vrij uitzicht",Tuin rondom,22.75
Hegdambroek 1509,Nijmegen,298000.0,148.0,103.0,1983.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,37.8
Thorbeckelaan 6,Etten-Leur,459000.0,250.0,126.0,1993.0,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Plat dak bedekt met kunststof,4,1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,B,"Aan park, in woonwijk en vrij uitzicht",Achtertuin en voortuin,19.15
Saltshof 2034,Wijchen,375000.0,235.0,107.0,1992.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,21.35
Ambachtstraat 62,Hillegom,419000.0,151.0,101.0,1931.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,18.65
De Lipizzaner 26,Dronten,389500.0,299.0,127.0,1991.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,20.25
Marconihof 15,Beverwijk,495000.0,224.0,121.0,1972.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",10.85
Mandenmakerstraat 1,Purmerend,325000.0,159.0,114.0,1983.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,43.1
Anjelierstraat 19,Leeuwarden,217500.0,142.0,112.0,1928.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,2 badkamers,2 woonlagen,G,Aan rustige weg en in woonwijk,Voortuin en zijtuin,22.33
Kandelaarweg 91,Rotterdam,400000.0,51.0,64.0,1870.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,3,1 badkamer,1 woonlaag en een zolder,G,Landelijk gelegen,,0.65
Dr. J.J.P. Oudsingel 60,Rotterdam,399000.0,140.0,111.0,1965.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,109.95
Gladiolenlaan 7,Bennebroek,500000.0,127.0,94.0,1960.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,4,2 badkamers en 1 apart toilet,3 woonlagen,G,In woonwijk,Achtertuin en voortuin,10.5
Boshuysenstraat 26,Katwijk (ZH),385000.0,105.0,116.0,1964.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,D,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,21.2
Schoolstraat 6,Vrouwenpolder,999000.0,666.0,195.0,2006.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,B,In centrum,Achtertuin en zijtuin,7.6
Schoollaan 5,Limmen,1200000.0,1754.0,289.0,1969.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom en voortuin",21.0
Banakkerstraat 48,Etten-Leur,285000.0,205.0,103.0,1960.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4,1 badkamer en 1 apart toilet,2 woonlagen,E,In woonwijk,Achtertuin en voortuin,8.25
Vinkenlaan 37,Noordwijk (ZH),849000.0,225.0,176.0,1930.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8,2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,E,In centrum en in woonwijk,Tuin rondom,40.22
Bruggertstraat 263,Enschede,250000.0,235.0,115.0,1936.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,16.35
Engelsbergenstraat 79,Eindhoven,1050000.0,467.0,204.0,1989.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Tuin rondom,6.3
Douzastraat 24,Noordwijk (ZH),425000.0,76.0,78.0,1900.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,44.81
Borgersstraat 2,Duiven,695000.0,573.0,217.0,2012.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,A,"Aan rustige weg, in woonwijk en open ligging",Tuin rondom,9.1
